id,text,created_at,retweets,likes,hashtags,mentions,label
599531,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-06 02:50:50,38,102,#Travel #Foodie,@random_user,normal
869963,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-24 16:32:37,33,292,#Travel #Foodie,@random_user,normal
988334,🔍 New MITRE ATT&CK technique: PowerShell scripts executing malicious payloads. #MITRE #TTP,2025-03-30 20:42:19,114,568,#CyberSecurity #Threat,@CyberThreatSec,threat
381608,MITRE ATT&CK reports new TTP for lateral movement via SMB protocol. #MITRE #ThreatIntel,2025-03-30 07:26:19,383,142,#Hacking #Malware,@CyberThreatSec,threat
572054,🔥 Massive DDoS attack detected on major e-commerce sites. #DDoS #CyberAttack,2025-03-27 10:10:33,388,435,#Hacking #Malware,@CyberThreatSec,threat
909590,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-22 19:15:26,92,143,#Travel #Foodie,@random_user,normal
379620,🍕 Craving some pizza tonight! What's your favorite topping? #Foodie,2025-03-06 02:21:04,27,43,#Life #Fun,@random_user,normal
531120,🔥 Massive DDoS attack detected on major e-commerce sites. #DDoS #CyberAttack,2025-03-06 03:42:15,383,855,#CyberSecurity #Threat,@CyberThreatSec,threat
479624,Phishing campaign spreading via fake Netflix emails. Do not click on suspicious links. #Phishing #CyberSecurity,2025-03-13 05:18:26,364,816,#CyberSecurity #Threat,@CyberThreatSec,threat
359543,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-24 06:54:55,88,35,#Life #Fun,@random_user,normal
144183,🍕 Craving some pizza tonight! What's your favorite topping? #Foodie,2025-03-30 09:09:28,78,157,#Life #Fun,@random_user,normal
149272,🚀 Threat actors using compromised AWS credentials for crypto mining. #ThreatIntel #AWS,2025-03-10 00:21:24,302,953,#Hacking #Malware,@CyberThreatSec,threat
907833,Critical zero-day vulnerability found in Apache server. Patch immediately! #ZeroDay #Vulnerability,2025-03-08 04:19:49,369,257,#Hacking #Malware,@CyberThreatSec,threat
654897,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-20 13:41:45,90,219,#Travel #Foodie,@random_user,normal
926927,MITRE ATT&CK reports new TTP for lateral movement via SMB protocol. #MITRE #ThreatIntel,2025-03-08 07:22:50,175,518,#CyberSecurity #Threat,@CyberThreatSec,threat
416162,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-07 05:10:43,11,168,#Life #Fun,@random_user,normal
361508,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-09 14:19:49,63,99,#Life #Fun,@random_user,normal
183797,Phishing campaign spreading via fake Netflix emails. Do not click on suspicious links. #Phishing #CyberSecurity,2025-03-26 08:49:30,121,378,#CyberSecurity #Threat,@CyberThreatSec,threat
207237,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-27 15:35:37,15,196,#Life #Fun,@random_user,normal
319463,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-18 17:14:47,76,119,#Life #Fun,@random_user,normal
165536,🔥 Massive DDoS attack detected on major e-commerce sites. #DDoS #CyberAttack,2025-03-18 22:36:47,461,596,#Hacking #Malware,@CyberThreatSec,threat
657295,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-06 22:31:35,81,193,#Travel #Foodie,@random_user,normal
285530,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-22 09:29:01,6,184,#Travel #Foodie,@random_user,normal
635038,🚨 New ransomware variant detected targeting financial institutions. Be alert! #CyberThreat #Ransomware,2025-03-24 08:38:23,311,414,#CyberSecurity #Threat,@CyberThreatSec,threat
695667,Critical zero-day vulnerability found in Apache server. Patch immediately! #ZeroDay #Vulnerability,2025-03-20 15:00:50,454,965,#CyberSecurity #Threat,@CyberThreatSec,threat
580238,🚀 Threat actors using compromised AWS credentials for crypto mining. #ThreatIntel #AWS,2025-03-26 13:37:57,393,379,#CyberSecurity #Threat,@CyberThreatSec,threat
687401,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-03 07:58:25,37,61,#Life #Fun,@random_user,normal
675359,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-26 11:56:56,77,180,#Life #Fun,@random_user,normal
754564,Critical zero-day vulnerability found in Apache server. Patch immediately! #ZeroDay #Vulnerability,2025-03-03 03:43:24,323,315,#CyberSecurity #Threat,@CyberThreatSec,threat
614428,🚫 Data breach reported at healthcare provider. Patient records compromised. #DataBreach #Privacy,2025-03-10 21:44:37,305,145,#CyberSecurity #Threat,@CyberThreatSec,threat
134666,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-22 21:57:27,40,84,#Travel #Foodie,@random_user,normal
743257,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-13 01:53:57,8,63,#Life #Fun,@random_user,normal
812678,⚠️ New malware exploiting CVE-2024-1234. Update your systems now! #Malware #CVE2024,2025-03-30 03:58:45,232,823,#CyberSecurity #Threat,@CyberThreatSec,threat
486244,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-29 22:30:25,34,233,#Travel #Foodie,@random_user,normal
268948,🍕 Craving some pizza tonight! What's your favorite topping? #Foodie,2025-03-01 22:35:51,79,246,#Travel #Foodie,@random_user,normal
407503,🔍 New MITRE ATT&CK technique: PowerShell scripts executing malicious payloads. #MITRE #TTP,2025-03-29 23:11:18,258,439,#CyberSecurity #Threat,@CyberThreatSec,threat
797514,"🔒 New phishing kit spotted, bypassing 2FA protections. Stay alert! #Phishing #CyberCrime",2025-03-20 09:15:30,89,418,#Hacking #Malware,@CyberThreatSec,threat
998275,🔥 Massive DDoS attack detected on major e-commerce sites. #DDoS #CyberAttack,2025-03-10 04:43:31,54,962,#CyberSecurity #Threat,@CyberThreatSec,threat
671891,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-19 06:21:37,82,285,#Life #Fun,@random_user,normal
830527,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-29 17:21:42,86,226,#Travel #Foodie,@random_user,normal
564097,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-24 21:54:06,8,263,#Life #Fun,@random_user,normal
490201,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-19 09:06:15,56,204,#Life #Fun,@random_user,normal
183601,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-16 08:32:43,55,213,#Life #Fun,@random_user,normal
869172,🚫 Data breach reported at healthcare provider. Patient records compromised. #DataBreach #Privacy,2025-03-19 00:26:33,244,455,#CyberSecurity #Threat,@CyberThreatSec,threat
593338,🍕 Craving some pizza tonight! What's your favorite topping? #Foodie,2025-03-15 17:55:46,10,215,#Life #Fun,@random_user,normal
685553,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-18 05:49:07,32,284,#Life #Fun,@random_user,normal
548778,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-11 14:39:45,59,123,#Life #Fun,@random_user,normal
787229,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-02 22:13:59,13,25,#Life #Fun,@random_user,normal
523771,🍕 Craving some pizza tonight! What's your favorite topping? #Foodie,2025-03-15 17:10:28,28,54,#Life #Fun,@random_user,normal
651277,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-07 02:51:44,92,216,#Life #Fun,@random_user,normal
592934,🚫 Data breach reported at healthcare provider. Patient records compromised. #DataBreach #Privacy,2025-03-18 02:03:56,132,468,#CyberSecurity #Threat,@CyberThreatSec,threat
215617,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-19 08:24:43,11,242,#Life #Fun,@random_user,normal
789188,Critical zero-day vulnerability found in Apache server. Patch immediately! #ZeroDay #Vulnerability,2025-03-09 10:53:23,347,154,#CyberSecurity #Threat,@CyberThreatSec,threat
964925,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-01 11:15:24,73,122,#Life #Fun,@random_user,normal
560386,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-04 21:30:41,66,261,#Life #Fun,@random_user,normal
284542,🚨 New ransomware variant detected targeting financial institutions. Be alert! #CyberThreat #Ransomware,2025-03-11 07:31:08,149,874,#Hacking #Malware,@CyberThreatSec,threat
847852,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-26 03:14:15,90,180,#Travel #Foodie,@random_user,normal
524612,Phishing campaign spreading via fake Netflix emails. Do not click on suspicious links. #Phishing #CyberSecurity,2025-03-13 16:57:34,281,368,#Hacking #Malware,@CyberThreatSec,threat
819264,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-30 19:33:17,58,257,#Life #Fun,@random_user,normal
695322,⚠️ New malware exploiting CVE-2024-1234. Update your systems now! #Malware #CVE2024,2025-03-22 09:40:59,160,898,#CyberSecurity #Threat,@CyberThreatSec,threat
444277,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-03 15:02:07,44,58,#Travel #Foodie,@random_user,normal
639953,"🔒 New phishing kit spotted, bypassing 2FA protections. Stay alert! #Phishing #CyberCrime",2025-03-25 05:15:52,407,493,#CyberSecurity #Threat,@CyberThreatSec,threat
384327,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-29 21:43:41,40,96,#Life #Fun,@random_user,normal
961988,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-22 12:10:50,89,41,#Life #Fun,@random_user,normal
328422,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-07 04:00:32,71,270,#Travel #Foodie,@random_user,normal
615846,🚫 Data breach reported at healthcare provider. Patient records compromised. #DataBreach #Privacy,2025-03-27 10:13:36,293,385,#Hacking #Malware,@CyberThreatSec,threat
575359,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-19 18:39:23,92,15,#Travel #Foodie,@random_user,normal
707813,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-04 14:51:29,41,55,#Travel #Foodie,@random_user,normal
728861,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-31 07:09:08,97,23,#Travel #Foodie,@random_user,normal
255446,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-16 07:43:23,52,276,#Travel #Foodie,@random_user,normal
630104,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-10 00:47:59,15,162,#Travel #Foodie,@random_user,normal
568830,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-22 18:33:11,24,205,#Travel #Foodie,@random_user,normal
210707,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-29 21:41:42,39,188,#Life #Fun,@random_user,normal
428348,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-16 05:11:08,67,161,#Life #Fun,@random_user,normal
211968,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-14 10:16:03,18,162,#Travel #Foodie,@random_user,normal
870801,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-02 04:02:59,74,153,#Life #Fun,@random_user,normal
556821,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-06 13:11:19,100,141,#Travel #Foodie,@random_user,normal
842830,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-10 03:04:49,68,96,#Life #Fun,@random_user,normal
108152,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-07 05:04:06,20,148,#Travel #Foodie,@random_user,normal
172060,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-29 19:26:34,48,255,#Life #Fun,@random_user,normal
903215,MITRE ATT&CK reports new TTP for lateral movement via SMB protocol. #MITRE #ThreatIntel,2025-03-02 11:25:36,207,989,#CyberSecurity #Threat,@CyberThreatSec,threat
408616,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-12 07:08:46,74,188,#Travel #Foodie,@random_user,normal
627867,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-08 17:33:00,85,39,#Travel #Foodie,@random_user,normal
503577,🚨 New ransomware variant detected targeting financial institutions. Be alert! #CyberThreat #Ransomware,2025-03-31 05:26:04,402,761,#CyberSecurity #Threat,@CyberThreatSec,threat
518215,🔍 New MITRE ATT&CK technique: PowerShell scripts executing malicious payloads. #MITRE #TTP,2025-03-08 14:05:04,197,192,#Hacking #Malware,@CyberThreatSec,threat
937000,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-14 21:50:02,76,293,#Life #Fun,@random_user,normal
959429,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-01 19:40:39,29,232,#Travel #Foodie,@random_user,normal
324219,🍕 Craving some pizza tonight! What's your favorite topping? #Foodie,2025-03-08 19:27:08,12,35,#Travel #Foodie,@random_user,normal
855840,⚠️ New malware exploiting CVE-2024-1234. Update your systems now! #Malware #CVE2024,2025-03-16 19:47:32,124,292,#Hacking #Malware,@CyberThreatSec,threat
539010,🍕 Craving some pizza tonight! What's your favorite topping? #Foodie,2025-03-27 14:03:59,27,137,#Travel #Foodie,@random_user,normal
940449,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-06 01:50:36,76,30,#Life #Fun,@random_user,normal
874843,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-06 18:13:39,97,164,#Travel #Foodie,@random_user,normal
104868,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-17 22:19:06,38,157,#Travel #Foodie,@random_user,normal
870566,🚀 Threat actors using compromised AWS credentials for crypto mining. #ThreatIntel #AWS,2025-03-24 15:50:48,351,959,#Hacking #Malware,@CyberThreatSec,threat
293151,🚫 Data breach reported at healthcare provider. Patient records compromised. #DataBreach #Privacy,2025-03-20 00:18:45,388,877,#Hacking #Malware,@CyberThreatSec,threat
482723,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-21 00:47:07,68,259,#Life #Fun,@random_user,normal
418472,🍕 Craving some pizza tonight! What's your favorite topping? #Foodie,2025-03-19 11:04:14,5,141,#Travel #Foodie,@random_user,normal
468045,🚀 Threat actors using compromised AWS credentials for crypto mining. #ThreatIntel #AWS,2025-03-20 12:28:02,355,318,#Hacking #Malware,@CyberThreatSec,threat
263504,Phishing campaign spreading via fake Netflix emails. Do not click on suspicious links. #Phishing #CyberSecurity,2025-03-06 22:34:02,449,187,#CyberSecurity #Threat,@CyberThreatSec,threat
320018,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-26 16:20:23,34,78,#Travel #Foodie,@random_user,normal
701214,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-08 20:37:43,53,34,#Life #Fun,@random_user,normal
371828,🚨 New ransomware variant detected targeting financial institutions. Be alert! #CyberThreat #Ransomware,2025-03-23 20:36:49,425,383,#Hacking #Malware,@CyberThreatSec,threat
288701,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-30 02:49:51,5,194,#Travel #Foodie,@random_user,normal
561283,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-05 04:03:42,36,11,#Life #Fun,@random_user,normal
839802,🚨 New ransomware variant detected targeting financial institutions. Be alert! #CyberThreat #Ransomware,2025-03-28 22:42:15,433,541,#CyberSecurity #Threat,@CyberThreatSec,threat
131806,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-08 06:51:15,53,223,#Travel #Foodie,@random_user,normal
930278,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-02 02:41:44,99,170,#Life #Fun,@random_user,normal
904171,🚨 New ransomware variant detected targeting financial institutions. Be alert! #CyberThreat #Ransomware,2025-03-17 03:02:13,149,450,#Hacking #Malware,@CyberThreatSec,threat
521157,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-23 21:44:23,72,270,#Life #Fun,@random_user,normal
619956,⚠️ New malware exploiting CVE-2024-1234. Update your systems now! #Malware #CVE2024,2025-03-23 08:39:24,455,581,#CyberSecurity #Threat,@CyberThreatSec,threat
592913,🔥 Massive DDoS attack detected on major e-commerce sites. #DDoS #CyberAttack,2025-03-11 05:11:20,432,107,#CyberSecurity #Threat,@CyberThreatSec,threat
693209,⚠️ New malware exploiting CVE-2024-1234. Update your systems now! #Malware #CVE2024,2025-03-26 00:19:03,462,612,#CyberSecurity #Threat,@CyberThreatSec,threat
599504,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-29 01:58:28,91,276,#Travel #Foodie,@random_user,normal
224345,🚨 New ransomware variant detected targeting financial institutions. Be alert! #CyberThreat #Ransomware,2025-03-29 22:30:48,75,598,#Hacking #Malware,@CyberThreatSec,threat
370522,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-04 15:02:32,7,29,#Life #Fun,@random_user,normal
463294,🚫 Data breach reported at healthcare provider. Patient records compromised. #DataBreach #Privacy,2025-03-13 16:33:39,126,130,#Hacking #Malware,@CyberThreatSec,threat
890674,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-03 13:10:48,100,239,#Life #Fun,@random_user,normal
494783,MITRE ATT&CK reports new TTP for lateral movement via SMB protocol. #MITRE #ThreatIntel,2025-03-04 14:16:25,276,476,#CyberSecurity #Threat,@CyberThreatSec,threat
831526,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-05 19:21:49,26,97,#Life #Fun,@random_user,normal
420527,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-24 07:57:50,89,14,#Travel #Foodie,@random_user,normal
927202,🍕 Craving some pizza tonight! What's your favorite topping? #Foodie,2025-03-23 01:18:29,87,231,#Life #Fun,@random_user,normal
389387,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-20 05:22:38,100,122,#Travel #Foodie,@random_user,normal
935692,MITRE ATT&CK reports new TTP for lateral movement via SMB protocol. #MITRE #ThreatIntel,2025-03-04 22:58:23,232,574,#CyberSecurity #Threat,@CyberThreatSec,threat
218014,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-07 10:46:22,14,60,#Travel #Foodie,@random_user,normal
687054,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-15 22:36:11,99,24,#Life #Fun,@random_user,normal
925895,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-21 11:32:47,48,274,#Life #Fun,@random_user,normal
369573,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-03 19:14:12,90,26,#Life #Fun,@random_user,normal
260694,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-14 23:04:43,47,290,#Life #Fun,@random_user,normal
712842,Critical zero-day vulnerability found in Apache server. Patch immediately! #ZeroDay #Vulnerability,2025-03-02 20:12:18,141,684,#Hacking #Malware,@CyberThreatSec,threat
675083,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-03 10:56:24,13,11,#Life #Fun,@random_user,normal
933153,Critical zero-day vulnerability found in Apache server. Patch immediately! #ZeroDay #Vulnerability,2025-03-12 23:34:12,348,321,#Hacking #Malware,@CyberThreatSec,threat
686886,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-15 09:55:05,11,230,#Travel #Foodie,@random_user,normal
215924,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-11 20:02:01,64,258,#Travel #Foodie,@random_user,normal
382048,🍕 Craving some pizza tonight! What's your favorite topping? #Foodie,2025-03-28 08:07:11,80,113,#Travel #Foodie,@random_user,normal
765779,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-13 17:51:35,97,214,#Life #Fun,@random_user,normal
790807,"🔒 New phishing kit spotted, bypassing 2FA protections. Stay alert! #Phishing #CyberCrime",2025-03-24 08:12:12,198,932,#Hacking #Malware,@CyberThreatSec,threat
916608,🚨 New ransomware variant detected targeting financial institutions. Be alert! #CyberThreat #Ransomware,2025-03-03 06:23:28,441,629,#CyberSecurity #Threat,@CyberThreatSec,threat
848280,🚫 Data breach reported at healthcare provider. Patient records compromised. #DataBreach #Privacy,2025-03-24 02:13:55,333,388,#Hacking #Malware,@CyberThreatSec,threat
703600,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-23 14:08:24,81,79,#Travel #Foodie,@random_user,normal
755579,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-19 08:54:36,81,63,#Life #Fun,@random_user,normal
633035,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-10 18:25:40,39,78,#Life #Fun,@random_user,normal
201575,🚨 New ransomware variant detected targeting financial institutions. Be alert! #CyberThreat #Ransomware,2025-03-26 06:34:13,157,792,#Hacking #Malware,@CyberThreatSec,threat
373829,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-27 01:15:33,6,251,#Life #Fun,@random_user,normal
219187,"🔒 New phishing kit spotted, bypassing 2FA protections. Stay alert! #Phishing #CyberCrime",2025-03-26 06:53:08,392,398,#Hacking #Malware,@CyberThreatSec,threat
592957,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-29 18:20:10,22,153,#Life #Fun,@random_user,normal
314916,"🔒 New phishing kit spotted, bypassing 2FA protections. Stay alert! #Phishing #CyberCrime",2025-03-15 17:01:05,153,868,#Hacking #Malware,@CyberThreatSec,threat
281733,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-17 07:54:58,46,99,#Life #Fun,@random_user,normal
882239,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-28 13:20:36,19,197,#Travel #Foodie,@random_user,normal
834973,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-28 23:06:31,54,206,#Life #Fun,@random_user,normal
520534,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-18 14:36:58,73,231,#Life #Fun,@random_user,normal
683874,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-24 09:42:21,14,288,#Travel #Foodie,@random_user,normal
779422,🚨 New ransomware variant detected targeting financial institutions. Be alert! #CyberThreat #Ransomware,2025-03-24 23:47:46,177,544,#Hacking #Malware,@CyberThreatSec,threat
511113,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-04 09:38:36,85,113,#Travel #Foodie,@random_user,normal
561178,🍕 Craving some pizza tonight! What's your favorite topping? #Foodie,2025-03-09 10:07:42,68,104,#Life #Fun,@random_user,normal
285245,🏃‍♂️ Morning run complete! Feeling energized. #Fitness #MorningRun,2025-03-09 03:33:59,30,46,#Life #Fun,@random_user,normal
433013,"🔒 New phishing kit spotted, bypassing 2FA protections. Stay alert! #Phishing #CyberCrime",2025-03-03 04:01:34,198,465,#Hacking #Malware,@CyberThreatSec,threat
160090,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-12 01:46:35,84,175,#Life #Fun,@random_user,normal
864812,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-28 20:03:45,89,116,#Life #Fun,@random_user,normal
712776,🚨 New ransomware variant detected targeting financial institutions. Be alert! #CyberThreat #Ransomware,2025-03-13 16:51:57,150,749,#Hacking #Malware,@CyberThreatSec,threat
108850,🚨 New ransomware variant detected targeting financial institutions. Be alert! #CyberThreat #Ransomware,2025-03-27 05:16:32,251,164,#CyberSecurity #Threat,@CyberThreatSec,threat
766831,🚫 Data breach reported at healthcare provider. Patient records compromised. #DataBreach #Privacy,2025-03-29 07:04:44,50,708,#CyberSecurity #Threat,@CyberThreatSec,threat
674670,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-12 23:32:31,75,221,#Travel #Foodie,@random_user,normal
126684,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-05 02:37:46,75,127,#Life #Fun,@random_user,normal
658153,🚗 Just bought a new car! Excited for road trips! #NewCar,2025-03-10 23:21:13,81,263,#Life #Fun,@random_user,normal
189985,Critical zero-day vulnerability found in Apache server. Patch immediately! #ZeroDay #Vulnerability,2025-03-08 10:45:34,151,231,#CyberSecurity #Threat,@CyberThreatSec,threat
515970,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-02 19:31:11,7,103,#Travel #Foodie,@random_user,normal
146359,🚀 Threat actors using compromised AWS credentials for crypto mining. #ThreatIntel #AWS,2025-03-18 05:22:13,218,995,#CyberSecurity #Threat,@CyberThreatSec,threat
619429,🚫 Data breach reported at healthcare provider. Patient records compromised. #DataBreach #Privacy,2025-03-29 09:48:37,110,706,#Hacking #Malware,@CyberThreatSec,threat
956519,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-29 03:36:47,47,286,#Travel #Foodie,@random_user,normal
565834,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-28 15:55:43,19,33,#Travel #Foodie,@random_user,normal
915987,🚫 Data breach reported at healthcare provider. Patient records compromised. #DataBreach #Privacy,2025-03-16 06:29:27,231,749,#Hacking #Malware,@CyberThreatSec,threat
166058,🚫 Data breach reported at healthcare provider. Patient records compromised. #DataBreach #Privacy,2025-03-24 23:59:19,374,914,#CyberSecurity #Threat,@CyberThreatSec,threat
954827,🎵 Listening to some old-school rock classics. Best way to unwind! #Music,2025-03-21 02:06:03,79,279,#Life #Fun,@random_user,normal
756086,"🔒 New phishing kit spotted, bypassing 2FA protections. Stay alert! #Phishing #CyberCrime",2025-03-20 13:23:33,452,806,#Hacking #Malware,@CyberThreatSec,threat
656549,MITRE ATT&CK reports new TTP for lateral movement via SMB protocol. #MITRE #ThreatIntel,2025-03-20 15:29:56,298,814,#Hacking #Malware,@CyberThreatSec,threat
955213,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-30 20:07:53,20,238,#Travel #Foodie,@random_user,normal
263617,Phishing campaign spreading via fake Netflix emails. Do not click on suspicious links. #Phishing #CyberSecurity,2025-03-10 18:03:39,491,298,#Hacking #Malware,@CyberThreatSec,threat
474606,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-23 15:32:34,36,150,#Life #Fun,@random_user,normal
187731,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-10 21:15:38,37,53,#Life #Fun,@random_user,normal
303735,🔍 New MITRE ATT&CK technique: PowerShell scripts executing malicious payloads. #MITRE #TTP,2025-03-29 13:14:49,184,800,#Hacking #Malware,@CyberThreatSec,threat
292669,MITRE ATT&CK reports new TTP for lateral movement via SMB protocol. #MITRE #ThreatIntel,2025-03-05 16:59:37,80,563,#CyberSecurity #Threat,@CyberThreatSec,threat
676680,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-14 09:26:03,79,274,#Travel #Foodie,@random_user,normal
500191,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-08 19:04:23,64,250,#Life #Fun,@random_user,normal
352849,🚫 Data breach reported at healthcare provider. Patient records compromised. #DataBreach #Privacy,2025-03-15 19:18:28,439,162,#Hacking #Malware,@CyberThreatSec,threat
710922,Critical zero-day vulnerability found in Apache server. Patch immediately! #ZeroDay #Vulnerability,2025-03-21 12:35:35,275,569,#CyberSecurity #Threat,@CyberThreatSec,threat
296190,🍔 Tried the new burger place. Totally worth it! #Foodie #BurgerLover,2025-03-11 05:34:44,83,133,#Life #Fun,@random_user,normal
997026,💻 Just completed my first Python project. So proud! #Python #Coding,2025-03-09 12:00:20,8,284,#Travel #Foodie,@random_user,normal
360206,🎥 Watching a space documentary. Mind-blowing! #Space #NASA,2025-03-08 00:31:38,24,90,#Life #Fun,@random_user,normal
291680,📸 Sharing my latest travel photos! #Travel #Photography,2025-03-09 09:20:20,58,32,#Life #Fun,@random_user,normal
346478,🌞 Beautiful day at the beach! #Vacation #BeachLife,2025-03-05 04:50:20,42,165,#Travel #Foodie,@random_user,normal
403973,📚 Reading a new book on productivity. Highly recommend! #Productivity,2025-03-28 10:06:20,20,173,#Travel #Foodie,@random_user,normal
